,furnishing,bathrooms,facing,security_numeric,price_numeric,built_up_area_numeric_in_sq_ft,balcony_numeric,floor_number,total_floors,age_numeric,AC,Bed,CCTV,Cupboard,Fridge,Geyser,Intercom,Microwave,Not Found,Sofa,Stove,TV,Washing Machine,+10,+2,+5,+7,Garden,Gas Pipeline,Gated Community,Gym,Intercom,Kids Area,Lift,Not Found,Parking,Pet Allowed,Pool,Power Backup,Sports Facility,Water Supply
448,Fully Furnished,2,East,150000.0,45000,690,1,3,6,18,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
449,Fully Furnished,4,East,2200000.0,450000,2500,1,19,33,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
450,Semi Furnished,3,East,300000.0,105000,1856,1,8,22,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
451,Fully Furnished,4,East,800000.0,260000,2200,0,18,35,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
452,Semi Furnished,2,North,100000.0,35000,650,0,4,6,10,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1
453,Unfurnished,2,West,100000.0,46500,750,0,8,11,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1
454,Semi Furnished,3,East,180000.0,75000,1456,1,14,22,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
455,Fully Furnished,3,East,500000.0,140000,1600,0,20,30,20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
456,Semi Furnished,2,West,150000.0,69000,950,0,3,6,15,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
457,Semi Furnished,3,East,500000.0,130000,1500,1,12,25,15,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
458,Semi Furnished,3,East,500000.0,160000,1500,1,26,42,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
459,Semi Furnished,3,East,600000.0,180000,1450,1,28,40,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
460,Fully Furnished,3,East,1200000.0,300000,1700,1,25,40,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
461,Semi Furnished,2,North,100000.0,37500,650,0,3,6,15,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1
462,Unfurnished,2,West,200000.0,75000,720,1,2,21,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
463,Fully Furnished,2,East,300000.0,85000,1100,1,2,18,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
464,Fully Furnished,2,West,170000.0,85000,1145,0,6,16,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,Semi Furnished,2,East,400000.0,100000,1300,1,29,32,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466,Semi Furnished,2,East,400000.0,130000,1100,1,19,32,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
467,Semi Furnished,2,East,300000.0,70000,780,0,7,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
468,Semi Furnished,3,East,700000.0,150000,1700,0,15,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
469,Fully Furnished,2,East,400000.0,100000,1200,1,2,35,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
470,Semi Furnished,2,East,250000.0,85000,900,0,9,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
471,Semi Furnished,2,East,300000.0,85000,800,0,2,14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
472,Unfurnished,2,North,100000.0,35000,620,0,8,13,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1
473,Fully Furnished,3,West,250000.0,82000,1450,1,8,13,10,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
475,Fully Furnished,2,East,200000.0,70000,980,0,5,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
476,Fully Furnished,3,East,500000.0,140000,1648,1,9,12,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
477,Unfurnished,2,West,300000.0,80000,670,0,11,35,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
478,Semi Furnished,2,West,200000.0,65000,1078,0,9,14,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
479,Unfurnished,2,South-East,100000.0,38000,680,0,13,14,12,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
480,Unfurnished,2,West,200000.0,65000,750,0,10,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
481,Semi Furnished,2,East,200000.0,75000,903,1,6,6,30,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
482,Unfurnished,2,East,240000.0,120000,1300,0,21,36,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
483,Semi Furnished,2,North,300000.0,80000,670,0,13,41,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
484,Unfurnished,2,North,250000.0,125000,715,1,5,37,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
485,Semi Furnished,3,North-East,300000.0,150000,1200,1,14,38,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
486,Semi Furnished,2,North-East,250000.0,115000,900,1,25,38,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
487,Semi Furnished,2,East,200000.0,60000,700,0,10,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
488,Unfurnished,2,East,220000.00000000003,127500,1000,0,2,37,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
489,Unfurnished,2,West,229999.99999999997,115000,1000,0,2,37,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
490,Unfurnished,2,North,240000.0,120000,1000,0,2,37,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
491,Fully Furnished,2,North,500000.0,120000,1250,0,5,21,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
492,Unfurnished,3,East,400000.0,130000,1650,0,15,21,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493,Unfurnished,3,North,300000.0,100000,1650,0,5,7,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
494,Fully Furnished,2,East,200000.0,70000,750,0,3,8,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
495,Unfurnished,2,East,150000.0,48000,750,0,6,19,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
496,Semi Furnished,2,South-West,200000.0,65000,950,0,2,7,25,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
497,Fully Furnished,2,West,300000.0,76000,950,0,18,23,16,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1
498,Fully Furnished,2,East,150000.0,50000,710,0,5,7,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
499,Unfurnished,2,East,240000.0,120000,950,1,15,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
500,Unfurnished,3,East,300000.0,150000,1350,0,15,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
501,Semi Furnished,3,East,400000.0,110000,1920,0,7,21,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1
502,Fully Furnished,2,West,300000.0,75001,1000,0,0,23,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
503,Fully Furnished,2,West,300000.0,77000,1000,0,0,23,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
504,Fully Furnished,2,West,300000.0,75009,1000,0,0,23,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
505,Fully Furnished,2,West,300000.0,78000,1050,0,15,22,16,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1
506,Semi Furnished,2,West,500000.0,95000,1050,0,9,17,15,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
507,Fully Furnished,2,East,250000.0,78000,750,0,3,8,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
508,Semi Furnished,2,East,300000.0,90000,1300,0,0,17,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
509,Unfurnished,3,West,1000000.0,175000,1850,1,22,24,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
510,Unfurnished,1,North,100000.0,27000,288,0,1,3,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511,Semi Furnished,2,East,100000.0,35000,650,0,4,7,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1
512,Fully Furnished,2,East,100000.0,38000,680,0,4,7,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
513,Unfurnished,3,West,600000.0,180000,1850,1,11,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
514,Semi Furnished,2,North,500000.0,165000,950,0,7,7,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
515,Unfurnished,2,West,200000.0,65000,1200,0,17,22,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
516,Unfurnished,2,West,200000.0,75000,1200,0,12,21,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
517,Unfurnished,2,West,300000.0,70000,650,0,4,7,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1
518,Unfurnished,1,North,200000.0,50000,550,0,4,7,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1
519,Semi Furnished,3,North,200000.0,100000,1150,0,3,11,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
520,Unfurnished,2,North,300000.0,75000,850,1,14,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
521,Semi Furnished,2,East,250000.0,85000,850,1,19,21,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
522,Semi Furnished,2,East,250000.0,68000,850,0,3,7,20,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
523,Unfurnished,2,North,250000.0,80000,720,0,4,8,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
524,Fully Furnished,1,East,200000.0,60000,550,0,6,8,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
525,Semi Furnished,2,North,150000.0,74500,1050,1,5,14,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
526,Semi Furnished,2,East,180000.0,58000,550,1,2,7,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
527,Semi Furnished,2,West,200000.0,63000,700,0,2,4,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
528,Unfurnished,2,North,300000.0,110000,850,0,9,16,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
529,Fully Furnished,2,East,250000.0,80000,1250,1,5,22,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
530,Unfurnished,2,West,200000.0,67000,850,0,5,7,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
531,Unfurnished,2,North,150000.0,60000,650,0,7,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
532,Unfurnished,2,East,229999.99999999997,76000,950,0,3,13,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533,Semi Furnished,2,North,250000.0,120000,1100,0,9,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
534,Unfurnished,2,East,200000.0,80000,1000,0,12,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
535,Fully Furnished,2,East,250000.0,70000,1200,0,1,8,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
536,Fully Furnished,2,North,1000000.0,174000,1200,0,5,7,20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
537,Unfurnished,1,North,400000.0,135500,1400,1,9,14,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
538,Fully Furnished,2,East,1000000.0,169000,1100,1,6,7,20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
539,Unfurnished,2,South,200000.0,70000,1050,1,18,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
540,Semi Furnished,2,East,200000.0,64000,1000,0,6,7,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
541,Semi Furnished,2,North,400000.0,85000,1050,1,15,21,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1
542,Unfurnished,3,West,500000.0,180000,1500,1,9,29,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
543,Unfurnished,2,North-East,200000.0,65000,1250,1,3,22,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
544,Semi Furnished,2,North,200000.0,68000,800,1,1,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
545,Semi Furnished,3,East,300000.0,110000,850,0,3,7,20,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
546,Fully Furnished,2,North,210000.0,103250,1050,1,1,7,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
547,Fully Furnished,3,East,600000.0,285000,1800,1,20,28,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
548,Fully Furnished,2,North,600000.0,124500,1350,1,5,11,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
549,Fully Furnished,3,West,400000.0,160000,1100,0,6,7,20,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
550,Unfurnished,2,East,100000.0,38000,710,0,6,7,15,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
551,Unfurnished,2,East,200000.0,58000,450,0,9,15,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
552,Unfurnished,1,East,200000.0,58000,560,0,9,15,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
553,Semi Furnished,2,East,400000.0,140000,1850,1,20,21,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
554,Unfurnished,2,North,300000.0,110000,1550,1,23,28,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
555,Unfurnished,2,North,400000.0,100000,1350,1,23,27,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
556,Unfurnished,2,East,400000.0,105000,1450,1,23,27,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
557,Fully Furnished,3,North,600000.0,185500,1750,1,8,14,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
558,Unfurnished,3,East,300000.0,105000,1200,1,3,21,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
559,Unfurnished,2,East,250000.0,75000,850,0,5,13,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
560,Semi Furnished,3,North-West,310000.0,154300,1500,1,17,22,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
561,Fully Furnished,2,East,200000.0,65000,1000,0,7,14,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
562,Unfurnished,3,East,1000000.0,225000,1800,1,5,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
563,Fully Furnished,2,East,700000.0,150000,1350,1,10,18,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
564,Semi Furnished,4,West,3000000.0,650000,4200,1,0,31,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
565,Semi Furnished,3,North,1000000.0,155000,1800,1,33,38,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
566,Semi Furnished,4,East,2500000.0,245000,2800,1,7,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
567,Semi Furnished,3,West,700000.0,170000,1800,1,15,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
568,Fully Furnished,1,East,200000.0,55000,550,0,2,4,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
569,Fully Furnished,2,North,200000.0,61000,1020,0,6,14,12,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
570,Fully Furnished,2,East,150000.0,48000,680,0,3,7,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
571,Unfurnished,2,East,200000.0,70000,1000,0,6,15,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
572,Fully Furnished,2,East,150000.0,44000,680,0,4,7,12,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
573,Unfurnished,2,East,150000.0,48000,710,0,6,15,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
574,Semi Furnished,3,East,1000000.0,195000,1950,1,15,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
575,Unfurnished,2,North,200000.0,40000,550,0,2,7,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
576,Unfurnished,2,North,300000.0,90000,850,0,5,7,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
577,Fully Furnished,2,West,300000.0,90000,1300,1,0,17,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
578,Fully Furnished,2,West,400000.0,110000,1000,1,5,12,28,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
579,Fully Furnished,5,East,500000.0,185000,2000,1,12,30,10,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
580,Semi Furnished,2,North,200000.0,52000,550,1,2,7,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
581,Fully Furnished,2,North,210000.0,105000,1050,1,2,7,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
582,Fully Furnished,3,East,500000.0,110000,950,1,1,7,20,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
583,Unfurnished,3,East,500000.0,105000,850,1,7,12,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
584,Semi Furnished,6,East,1000000.0,250000,1600,0,11,21,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
585,Unfurnished,2,East,200000.0,65000,635,0,5,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
586,Fully Furnished,3,North-West,300000.0,155000,950,0,7,7,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
587,Semi Furnished,4,East,500000.0,140000,2200,0,3,7,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
588,Semi Furnished,3,North,400000.0,90000,1300,0,9,14,16,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
589,Semi Furnished,2,East,200000.0,66000,910,1,10,22,10,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
590,Semi Furnished,2,North,200000.0,70000,900,0,14,18,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1
591,Unfurnished,2,North,150000.0,45000,600,0,1,7,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
592,Fully Furnished,2,East,100000.0,39000,680,0,3,7,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
593,Fully Furnished,2,East,100000.0,43000,680,0,6,7,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
